
1662436108689 :: get_profile ::  :: 1662436108689 :: response
1662450131076 :: orderBook ::  :: 1662450132075 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -78.95, 'chp': -17.55, 'lp': 370.9, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450190015 :: orderBook ::  :: 1662450191061 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -10.2, 'chp': -2.77, 'lp': 357.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450191061 :: orderBook ::  :: 1662450192061 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -76.7, 'chp': -17.05, 'lp': 373.15, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450250016 :: orderBook ::  :: 1662450251094 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.2, 'chp': -1.14, 'lp': 363.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450251094 :: orderBook ::  :: 1662450252141 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -81.9, 'chp': -18.21, 'lp': 367.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450310018 :: orderBook ::  :: 1662450311064 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -1.65, 'chp': -0.45, 'lp': 366.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450311064 :: orderBook ::  :: 1662450312111 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -85.45, 'chp': -19.0, 'lp': 364.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450370019 :: orderBook ::  :: 1662450371113 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 13.7, 'chp': 3.72, 'lp': 381.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450371113 :: orderBook ::  :: 1662450372144 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -106.85, 'chp': -23.75, 'lp': 343.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450430021 :: orderBook ::  :: 1662450431083 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 7.15, 'chp': 1.94, 'lp': 375.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450431099 :: orderBook ::  :: 1662450432114 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -95.25, 'chp': -21.17, 'lp': 354.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450490022 :: orderBook ::  :: 1662450491163 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 9.15, 'chp': 2.49, 'lp': 377.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450491163 :: orderBook ::  :: 1662450492194 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -96.85, 'chp': -21.53, 'lp': 353.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450550024 :: orderBook ::  :: 1662450551133 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 7.25, 'chp': 1.97, 'lp': 375.1, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450551133 :: orderBook ::  :: 1662450552164 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -94.8, 'chp': -21.07, 'lp': 355.05, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450610025 :: orderBook ::  :: 1662450611088 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -6.95, 'chp': -1.89, 'lp': 360.9, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450611088 :: orderBook ::  :: 1662450612103 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -82.0, 'chp': -18.23, 'lp': 367.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450670027 :: orderBook ::  :: 1662450671136 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -7.1, 'chp': -1.93, 'lp': 360.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450671136 :: orderBook ::  :: 1662450672198 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -76.05, 'chp': -16.91, 'lp': 373.8, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450730028 :: orderBook ::  :: 1662450731091 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -3.05, 'chp': -0.83, 'lp': 364.8, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450731091 :: orderBook ::  :: 1662450732137 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -83.3, 'chp': -18.52, 'lp': 366.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450790014 :: orderBook ::  :: 1662450791077 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.4, 'chp': -1.2, 'lp': 363.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450791077 :: orderBook ::  :: 1662450792108 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -80.0, 'chp': -17.78, 'lp': 369.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450850016 :: orderBook ::  :: 1662450851078 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.85, 'chp': -1.32, 'lp': 363.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450851094 :: orderBook ::  :: 1662450852140 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -84.95, 'chp': -18.88, 'lp': 364.9, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450910017 :: orderBook ::  :: 1662450911064 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 0.55, 'chp': 0.15, 'lp': 368.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450911064 :: orderBook ::  :: 1662450912111 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -87.9, 'chp': -19.54, 'lp': 361.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450970019 :: orderBook ::  :: 1662450971097 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 1.15, 'chp': 0.31, 'lp': 369.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450971097 :: orderBook ::  :: 1662450972143 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -90.55, 'chp': -20.13, 'lp': 359.3, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}
